label,C ,C#,D ,D#,E ,F ,F#,G ,G#,A ,A#,B 
A# Maj,1.394023352,2.188128418,2.22838234,1.58368088,1.137581126,1.623843081,1.010524561,0.617312769,0.901788775,2.319507882,4,2.688137482
A# Maj,0.810344521,1.89530202,2.462489252,1.459734115,1.093738198,1.667681664,1.005540999,0.43653694,0.576724974,2.522792882,4,2.295819482
A# Maj,0.509424755,1.664458516,2.522505088,1.316533283,1.01409615,1.704058272,0.991101685,0.324956821,0.355186549,2.424637699,4,2.127738608
A# Maj,0.38521135,1.581489438,2.497511149,1.228338685,0.93544302,1.665939693,0.922493943,0.274247882,0.265082277,2.337608713,4,2.086167669
A# Maj,0.341992879,1.496804652,2.423140707,1.161252786,0.881014771,1.62529841,0.889813632,0.284724615,0.21434966,2.310049087,4,2.022263746
A# Maj,0.353801311,1.481630046,2.380979659,1.131549339,0.856762485,1.578363837,0.84934572,0.254010914,0.192091025,2.284019297,4,2.030084828
A# Maj,0.353679622,1.490295838,2.388067525,1.138034183,0.847783828,1.545132201,0.830196319,0.256679403,0.171798685,2.274583969,4,2.056843355
A# Maj,0.357248549,1.485410599,2.400421096,1.153686398,0.8344477,1.540795773,0.839271801,0.253083973,0.16824256,2.289714792,4,2.029402419
A# Maj,0.384460859,1.521084671,2.428097838,1.173414484,0.842866112,1.511711386,0.82146408,0.264873959,0.183290139,2.303426638,4,2.045811185
A# Maj,0.404901389,1.538953236,2.486554388,1.220467946,0.876363273,1.552502945,0.883993527,0.316236645,0.223619357,2.321073735,4,2.09059568
A# Maj,0.458397472,1.5554751,2.526285879,1.290712136,0.92612046,1.576779859,0.892954936,0.374489328,0.309581579,2.379383733,4,2.109558921
A# Maj,0.588500393,1.580404118,2.573352623,1.472029996,1.081787674,1.647102421,0.938958494,0.539060672,0.501892563,2.521077126,4,2.220998433
A# Maj,0.928417446,1.586813379,2.658969297,2.004545156,1.563803351,1.769598709,0.986502325,0.74008513,0.942413306,2.903041947,4,2.560552761
A# Maj,1.332799565,1.626265712,2.588539182,2.680741679,2.217304964,1.721615958,1.035476699,0.998790584,1.557383869,3.218612965,3.71205589,2.968864169
A# Maj,1.640440367,2.290866358,2.771579141,1.369037649,1.413729536,2.587585213,2.508124608,1.379628521,1.452380601,2.662632881,3.911452224,2.837944094
A# Maj,1.219975012,2.114422696,2.485870829,1.156114347,1.36393525,2.530323946,1.908424292,0.77045732,0.812994236,2.321796185,4,2.592345322
A# Maj,1.043939323,1.921569966,2.325828496,1.165749214,1.345621678,2.526638766,1.679915916,0.531209904,0.574666032,2.172545048,4,2.486268598
A# Maj,0.875404885,1.770139503,2.238075628,1.196089844,1.265617777,2.396236805,1.447768202,0.390896997,0.407732158,2.105901176,4,2.386437811
A# Maj,0.737024351,1.641139752,2.214060368,1.185615035,1.188304256,2.356915739,1.421740136,0.307966026,0.32268461,2.048646742,4,2.371089523
A# Maj,0.655165126,1.593812182,2.2840856,1.191707481,1.143809366,2.264862953,1.311767778,0.23389405,0.259002565,2.020627711,4,2.281051019
A# Maj,0.576602135,1.676390927,2.435946963,1.214751867,1.117144213,2.203817076,1.267473867,0.219294784,0.241686295,2.046376726,4,2.270402033
A# Maj,0.586100862,1.654709229,2.536586201,1.240867477,1.103422107,2.160453512,1.26681072,0.22242186,0.252833045,2.058865251,4,2.277216939
A# Maj,0.507439751,1.658562548,2.579525073,1.273563422,1.075778654,2.108636049,1.195038119,0.20354949,0.238684155,2.037369934,4,2.236075898
A# Maj,0.491762563,1.626311304,2.575675308,1.286625401,1.065928206,2.108281245,1.226741442,0.230381753,0.245690262,2.06377253,4,2.244728025
A# Maj,0.526687386,1.513686198,2.519725498,1.266316046,1.071452189,2.050906953,1.157345078,0.244760385,0.261100451,2.098898458,4,2.298325036
A# Maj,0.52550167,1.474756918,2.504819914,1.293008331,1.072535363,2.098493195,1.152624918,0.278010965,0.310694631,2.187475192,4,2.293603326
A# Maj,0.765605227,1.500117927,2.64935383,1.440755093,1.119506794,2.271142559,1.299389224,0.41359287,0.54129924,2.537014346,4,2.286314639
A# Maj,1.215539845,1.706614344,2.912662028,1.690908084,1.304714941,2.443158121,1.562609916,0.698372785,1.01330441,3.01393343,3.645188323,2.225496176
A# Maj,1.003368475,2.444670145,3.81906524,2.569498077,1.998345297,3.974265135,2.823418011,1.12557742,1.220677228,1.852096792,3.26157665,2.239329654
A# Maj,0.846001426,2.204117598,3.829155224,2.301659656,2.24991473,3.974265135,2.461101205,0.756333541,0.861417038,2.097800111,3.431474399,2.046710215
A# Maj,0.690888452,2.094847373,3.778237516,2.256452953,2.369088656,4,2.34396754,0.56946065,0.590599793,2.278652169,3.650219646,2.029255921
A# Maj,0.6123027,2.030871959,3.722624847,2.161130383,2.272124122,4,2.246284895,0.427855469,0.421493617,2.325562587,3.737632856,1.995654288
A# Maj,0.541274897,2.014168421,3.751898368,2.134800903,2.252931202,4,2.186267334,0.347681794,0.357074314,2.34574538,3.805729166,1.955321276
A# Maj,0.511798293,1.997016572,3.782152927,2.100172763,2.274261217,4,2.154250614,0.286783569,0.306323441,2.351005939,3.840174573,1.955236076
A# Maj,0.472160986,1.980734041,3.74340709,2.078293525,2.217168964,4,2.116103094,0.241537212,0.27131086,2.274775471,3.775041249,1.939148831
A# Maj,0.422312564,1.941924486,3.690900561,2.025204098,2.230202407,4,2.111539714,0.218154904,0.26289233,2.192343482,3.686100885,1.851393147
A# Maj,0.410248727,1.920252854,3.636726267,1.970362395,2.261236327,4,2.127562182,0.216012009,0.252433484,2.116385574,3.565830781,1.832795212
A# Maj,0.396572156,1.898703743,3.550405763,1.923022124,2.218421303,4,2.11959138,0.21849221,0.236361,2.01835312,3.414867249,1.76633938
A# Maj,0.427649001,1.923532667,3.525920694,1.905246524,2.290930499,4,2.129690546,0.240890709,0.24970644,1.939267686,3.284720143,1.682871308
A# Maj,0.533542183,2.022834995,3.601057333,2.000481048,2.391771824,4,2.183064471,0.312992632,0.309410895,1.870806175,3.230268181,1.729203436
A# Maj,0.812886099,2.30783077,3.708003888,2.025578798,2.520008978,3.778883449,2.27816878,0.488420712,0.422182557,1.774516889,3.184133037,1.753160267
A# Maj,1.214753315,2.830064812,3.8467351,2.162434044,2.569535587,3.140978568,2.539923621,1.017904895,0.677258577,1.810157038,3.224161247,1.858928527
A# Maj,0.991684778,0.829968828,1.149572855,1.539280784,2.55387882,3.927484432,3.004092794,1.216738942,1.423098105,2.606255845,3.700812485,1.91411918
A# Maj,1.010569807,0.682130853,0.95385704,1.049718523,2.592956836,3.742680701,2.308246879,0.835259011,1.258027092,2.77169315,3.748584988,2.032208061
A# Maj,0.891710647,0.534806681,0.732885276,0.649726765,2.352166065,3.295503098,1.70260278,0.588029156,1.060819525,2.845967106,3.829158339,2.062123421
A# Maj,0.746402211,0.459639761,0.571677607,0.451427773,2.085221825,2.81468947,1.293850895,0.534505118,0.881740519,2.94139779,3.957475394,2.098752202
A# Maj,0.63222462,0.476565659,0.531771691,0.462757347,1.848146284,2.388127313,1.006432047,0.465501048,0.715298075,2.854958342,4,2.035778072
A# Maj,0.668378046,0.823962594,0.908285614,0.842919676,1.94635261,2.291837628,1.01867422,0.472547063,0.537933538,2.648643282,4,1.902483351
A# Maj,0.767547467,1.397779156,1.793891479,1.3966275,1.872325355,2.32528415,1.127865037,0.495072081,0.530239011,2.562497071,3.979471169,1.875244969
A# Maj,0.797438922,1.891729931,2.714535869,1.827843939,1.771783694,2.302729543,1.167037867,0.490047922,0.594272357,2.453777894,3.838197439,1.796938362
A# Maj,0.759298199,2.308238705,3.536046706,2.227079803,1.761774712,2.281750552,1.241156984,0.528742101,0.613235335,2.394060236,3.720455152,1.841031268
A# Maj,0.596964981,2.401963336,4,2.276361326,1.797641017,2.53207329,1.393784486,0.517351785,0.65451171,2.343587669,3.579151037,1.872598097
A# Maj,0.481291867,2.265044398,3.921289089,2.119281006,2.086118722,2.945804371,1.489983796,0.470227044,0.620759214,2.287930117,3.464382848,1.819705557
A# Maj,0.505114881,2.216917902,3.776501796,2.06236351,2.319478928,3.449172607,1.726998248,0.529110173,0.665819265,2.254780798,3.379751716,1.829007714
A# Maj,0.636006014,2.123486809,3.616679424,2.091973844,2.532599943,3.896713755,2.110318804,0.718275762,0.948275975,2.232124994,3.289050737,1.87084304
A# Maj,0.921999002,1.732561487,3.566228596,2.359389546,2.861592286,3.905462538,2.586510651,1.312416613,1.390997074,2.320898138,3.347089739,2.029761123
A# Maj,1.034663126,1.011727222,1.086642381,0.733828852,2.208483917,3.944396905,2.114432682,0.85768207,1.353528524,2.39981837,3.244668865,2.541330198
A# Maj,0.653691028,1.032083469,1.453201161,0.94084104,2.071750948,3.944396905,2.227662088,0.4216085,0.873983511,2.449109707,3.905985567,2.358529432
A# Maj,0.571386264,1.134615801,1.847575829,1.140413312,2.001734873,3.934159019,2.148870358,0.278191382,0.822962328,2.476541294,3.957240232,2.231705128
A# Maj,0.504265034,1.073297839,2.022050687,1.176566412,2.009924321,3.934159019,2.135837834,0.255449702,0.756673281,2.552242941,3.977307355,2.21273072
A# Maj,0.46480921,0.989517212,1.96950497,1.163160998,2.049176727,3.989762114,2.143324956,0.242880114,0.765237792,2.558893174,3.950864714,2.179636623
A# Maj,0.426913273,0.959024645,1.91518412,1.143658289,2.070062329,3.989762114,2.13237308,0.220010789,0.750071864,2.555117478,3.917934126,2.11133836
A# Maj,0.367391495,0.924650695,1.894682822,1.126401033,2.073564131,4,2.133534173,0.211409645,0.746679219,2.560267122,3.886245752,2.091795907
A# Maj,0.335039583,0.921507454,1.875513849,1.114335633,2.066451431,4,2.125173579,0.213724912,0.775669348,2.588581841,3.86070667,2.075596357
A# Maj,0.315298885,0.946895792,1.877505552,1.109082425,2.077555842,4,2.1325115,0.2056504,0.774817352,2.600148533,3.836315509,2.056866789
A# Maj,0.299353255,0.931005515,1.888839299,1.119098175,2.085404783,4,2.135084569,0.206875815,0.789383741,2.635497964,3.859606392,2.057394413
A# Maj,0.314975312,0.957763172,1.879270714,1.124466174,2.087643662,4,2.133195522,0.199633729,0.780776171,2.630432305,3.858712505,2.062340417
A# Maj,0.333884406,0.944440759,1.899033142,1.129818029,2.092994696,4,2.13565042,0.192656209,0.769040025,2.616074668,3.852466876,2.073298146
A# Maj,0.392512599,1.025483739,1.962020911,1.200014326,2.212095764,4,2.080564568,0.247048237,0.808786502,2.630522834,3.884839878,2.115155641
A# Maj,0.628776347,1.289393541,1.823960217,1.288161011,2.553229555,4,2.010663197,0.434781457,0.973251479,2.543309664,3.889590983,2.328141605
A# Maj,0.795050108,1.081839723,1.72103733,1.212081998,2.379728281,4,2.098129782,0.423295977,0.804519523,2.306530092,3.354925524,1.790818012
A# Maj,0.569266973,1.138560552,1.953364974,1.195101998,2.195093945,4,2.114925003,0.261913113,0.562843566,2.087598117,3.479945867,2.047350162
A# Maj,0.474158706,1.054306019,2.029863425,1.176199962,2.133804257,4,2.100463506,0.198488484,0.476601109,2.06461131,3.486061677,2.015156239
A# Maj,0.434955338,1.011501572,2.05533212,1.177453024,2.13397462,4,2.091863165,0.17724078,0.463394225,2.090972993,3.545192853,2.032219311
A# Maj,0.396518801,1.002896736,2.04335006,1.16923156,2.129725138,4,2.081253324,0.180113051,0.483471243,2.108540639,3.570516221,1.998387149
A# Maj,0.358737871,0.973558293,2.029476417,1.149502436,2.13659543,4,2.070280989,0.166849861,0.476680314,2.129387898,3.597140713,2.019413213
A# Maj,0.343428751,0.95846621,1.970054089,1.117215115,2.133004353,4,2.076395543,0.17802768,0.500206036,2.143843524,3.573640949,2.009907492
A# Maj,0.314352927,0.962716298,1.891080923,1.078238542,2.120379929,4,2.066346266,0.182680313,0.491498765,2.144516077,3.561575941,1.96615782
A# Maj,0.303427636,0.923442188,1.841467974,1.045938607,2.123525189,4,2.074624678,0.177653347,0.473591553,2.131039914,3.541712263,1.960736144
A# Maj,0.32571082,0.947612701,1.810891569,1.032436489,2.127403184,4,2.0788672,0.192639569,0.497571325,2.12894506,3.527514296,1.964937907
A# Maj,0.330109265,0.925779203,1.828011299,1.037837596,2.13087408,4,2.083136237,0.192487219,0.493454405,2.133780789,3.550934627,1.964561771
A# Maj,0.36421553,0.949294573,1.873870542,1.065551764,2.143938249,4,2.098339677,0.223304563,0.532862587,2.134529016,3.573140158,1.98894744
A# Maj,0.464244983,1.02132507,1.983740476,1.199125111,2.306614089,4,2.18650654,0.417459019,0.709400774,2.242136778,3.649080951,2.060225063
A# Maj,0.76731113,1.016536721,2.037535426,1.546955875,2.745771432,3.913222833,1.961156784,1.032198464,1.29937333,2.697847028,3.602528698,1.801488813
A# Maj,0.895213141,0.638516171,0.620871106,0.404440299,0.882823625,1.26960676,0.845822867,0.650572126,0.887942054,2.744785607,3.979685296,2.301251873
A# Maj,0.387646684,0.383016423,0.474789039,0.287745643,0.685821942,1.171365725,0.697475028,0.275064348,0.290052629,2.310527847,4,2.177108363
A# Maj,0.268642932,0.313187251,0.430923973,0.236170356,0.623546841,1.124796744,0.627579989,0.165261087,0.153400027,2.266558606,4,2.037906374
A# Maj,0.251312712,0.314867613,0.436304408,0.233126282,0.627007396,1.150160393,0.621716269,0.137547175,0.13264985,2.255064219,4,2.034136377
A# Maj,0.238171522,0.307355077,0.425236284,0.234079788,0.63556632,1.184693021,0.636400374,0.133180197,0.13045738,2.24882792,4,2.042347513
A# Maj,0.230211889,0.2902245,0.40211768,0.227021569,0.648721806,1.202709677,0.640085221,0.122510477,0.126991669,2.241337692,4,2.042283014
A# Maj,0.218743628,0.259884982,0.368685639,0.214179591,0.643895771,1.201434419,0.638461291,0.118044106,0.122271066,2.243747996,4,2.047416156
A# Maj,0.197694627,0.233026303,0.333115756,0.198937437,0.637812639,1.182079561,0.624504108,0.113576994,0.120734261,2.249070253,4,2.028071939
A# Maj,0.185871966,0.215462348,0.315053606,0.194104093,0.634474542,1.152922188,0.603648738,0.108263728,0.121046183,2.25027199,4,2.010091726
A# Maj,0.176347453,0.219389096,0.316143225,0.196524851,0.618946825,1.115887814,0.579784321,0.103771757,0.12102924,2.244377056,4,2.011695572
A# Maj,0.187112614,0.244189299,0.348486468,0.220887187,0.623487707,1.080411947,0.556995115,0.109269472,0.11654798,2.239673274,4,2.006990801
A# Maj,0.228053766,0.290973299,0.409054572,0.272500256,0.637365188,1.066067635,0.564958818,0.149876167,0.159304348,2.268777425,4,2.040622637
A# Maj,0.354323285,0.393562402,0.506937476,0.349057092,0.69287373,1.112019634,0.642122928,0.280142485,0.349306037,2.389403682,4,2.213950519
A# Maj,0.741632672,0.559539766,0.639457443,0.537575011,0.920928523,1.313343955,0.828588557,0.524164955,0.870761872,2.5882122,4,2.639691522
A# min,1.784209183,2.351113494,1.89088064,1.130994948,1.645263419,2.207660397,1.252858623,0.655486763,1.074230748,2.558147887,4,2.538085863
A# min,1.482289034,2.351817973,1.665150542,0.839417854,1.464102878,2.215528363,1.286549845,0.510434711,0.793764225,2.352651975,4,2.513700126
A# min,1.22106005,2.202804917,1.466983355,0.617364362,1.374266725,2.250858171,1.326513015,0.457252589,0.604503043,2.250558623,4,2.349245967
A# min,1.127760248,2.088346644,1.358926254,0.486093456,1.363401321,2.329228107,1.342865614,0.373692152,0.519683451,2.264347183,4,2.214758801
A# min,1.05949521,2.040991996,1.306514595,0.395799476,1.338568606,2.331255895,1.337453484,0.311945966,0.448128588,2.278592707,4,2.136174186
A# min,1.006695124,1.972338227,1.243401816,0.346719043,1.327508733,2.332062813,1.314056326,0.279244714,0.416113193,2.295372606,4,2.112823941
A# min,1.021482411,1.940014869,1.19278999,0.303722564,1.315435939,2.347508853,1.305196443,0.261601781,0.40211826,2.294145013,4,2.08652757
A# min,0.99817177,1.918368289,1.201331237,0.28521442,1.319628305,2.405298569,1.329289067,0.242457918,0.376609625,2.293278368,4,2.071336228
A# min,0.961328971,1.88853348,1.196971433,0.274698788,1.330130132,2.45941056,1.349257125,0.242423897,0.363801477,2.266915691,4,2.072987921
A# min,0.96579639,1.849268481,1.156513732,0.257024546,1.323981963,2.4682958,1.353525394,0.234756817,0.361519876,2.249999938,4,2.073769532
A# min,0.973060582,1.847109564,1.154445199,0.256242013,1.311646,2.4563349,1.352517496,0.233694321,0.342173886,2.226773182,4,2.076808355
A# min,0.984040852,1.875678603,1.168204986,0.269481227,1.293278375,2.40599832,1.365235,0.255395903,0.377343724,2.195532275,4,2.104810052
A# min,1.129379973,1.917963345,1.126563883,0.304874397,1.298920463,2.363635332,1.412214149,0.346658903,0.456806235,2.114402173,4,2.207303888
A# min,1.413187382,2.012378324,1.065491286,0.342451431,1.363195461,2.358581975,1.490533481,0.453217622,0.60439996,1.888626413,4,2.360965692
A# min,2.064644906,2.719383848,2.181919033,1.246581253,1.778723377,2.280137479,1.420434817,0.886250437,1.270687301,3.324815817,3.758202307,2.500644024
A# min,1.898491251,2.892337404,1.90137088,0.907729386,1.823211782,2.467721798,1.378762198,0.613510876,0.949480588,2.976599069,4,2.306496718
A# min,1.601200831,2.762751304,1.681590119,0.69263092,1.754089044,2.521322726,1.332420189,0.489316536,0.72999241,2.682814952,4,2.121681014
A# min,1.524622397,2.698569314,1.584963621,0.508390815,1.700190617,2.527279199,1.245686781,0.409208908,0.64450723,2.593401225,4,2.032723358
A# min,1.50793028,2.683360563,1.529354166,0.41511281,1.601878572,2.464206723,1.169675739,0.397416562,0.5982752,2.55105165,4,1.990004471
A# min,1.500596941,2.698740246,1.509470312,0.372450385,1.543866196,2.415377054,1.140423784,0.387749939,0.578203644,2.534509305,4,1.967564242
A# min,1.542271008,2.7390612,1.508252029,0.353714764,1.523178138,2.41477887,1.122088801,0.3898816,0.58291694,2.52932235,4,1.945150642
A# min,1.566355086,2.774392502,1.531186778,0.353024917,1.534373037,2.443311406,1.127806125,0.384729393,0.587651071,2.509639509,4,1.965985914
A# min,1.591488048,2.821001579,1.566057202,0.361761131,1.53062288,2.451926785,1.152281347,0.39979042,0.599014356,2.505972219,4,1.978884447
A# min,1.660419659,2.875701266,1.576114544,0.358683968,1.503090272,2.42507218,1.165555626,0.442299977,0.647556509,2.549782666,4,2.002792177
A# min,1.759742573,2.949237812,1.628340403,0.362293339,1.499800131,2.415061164,1.203907545,0.506948833,0.735019988,2.648539625,4,2.067872612
A# min,1.922678456,3.140204899,1.751872123,0.384243022,1.54048093,2.463115125,1.289168961,0.617918959,0.932512694,2.861393119,4,2.168543579
A# min,2.369178677,3.338550074,1.824725613,0.445324165,1.618466433,2.637876825,1.471044426,0.803593735,1.281946464,3.232321984,3.94138804,2.315320296
A# min,2.782751166,3.21088227,1.681509974,0.621875468,1.723598562,2.782449634,1.741276061,1.077911355,1.62191374,3.55327063,3.684985872,2.288920392
A# min,1.883893652,4,2.77939731,1.691330042,2.456580683,2.269041587,1.447497402,0.654671307,0.517077563,0.676355438,0.617017724,0.696381643
A# min,1.940801714,4,2.614120566,1.514994461,2.547738789,2.511984211,1.550226036,0.546014588,0.496310166,0.556414171,0.476563506,0.572825035
A# min,2.025437836,4,2.496543824,1.427096047,2.636585846,2.760190343,1.601144097,0.465928321,0.500245817,0.522191096,0.417050801,0.543616501
A# min,2.016928567,4,2.400618071,1.392616537,2.660348437,3.029332915,1.633561782,0.464914724,0.484133592,0.505410666,0.394187684,0.569207149
